team_number,name,nickname,location,website
1237,Credit Suisse/Bezos Family Foundation/NYC Transit/Goldman Sachs &amp; University Neighborhood H.S.,Cybernetic Panthers,"New York, NY, USA",http://www.unhsrobotics.com
1238,Verizon/Working in Support of Education &amp; High School of Economics &amp; Finance,,"New York, NY, USA",None
1239,NASA/VitaMix &amp; Olmsted Falls High School,Vita Dogs,"Olmsted Falls, OH, USA",None
1240,Lincoln High School,Sappers,"Manitowoc, WI, USA",http://www.freewebs.com/lincolnrobotics
1241,General Motors of Canada / Pratt &amp; Whitney / Templeton &amp; Sons / christie / Hydrogenics / Trans Canada &amp; Rick Hansen SS &amp; Theory6,THEORY6,"Mississauga, ON, Canada",http://www.theory6.ca
1242,David Posnack Hebrew Day School,Team S.M.I.L.E.Y,"Plantation, FL, USA",http://www.dphdsrobotics.org/
1243,General Motors Flint Truck Assembly/EFC Systems Inc/PRP Inc. &amp; Swartz Creek High School,Dragons,"Swartz Creek, MI, USA",None
1244,Volvo Motor Graders/Town of Goderich &amp; GDCI,Viking Robotics,"Goderich, ON, Canada",http://1244robotics.freehostia.com
1245,Lockheed Martin / SendGrid / American Astronautical Society / Ball Aerospace / Quickleft / Gnip / Boulder Valley Credit Union &amp; Monarch High School,MoHi Shazbots,"Louisville, CO, USA",http://www.shazbots.org
1246,Co-operators Insurance / Princess Auto / Rotary Club of Agincourt / TDSB / RM Systems Integrators &amp; Agincourt CI,Agincourt Lancers,"Toronto, ON, Canada",http://team1246.wordpress.com/
1247,NDEP/Labsphere, Inc. &amp; Kearsarge Regional High School,Robotics of Kearsarge (ROK),"North Sutton, NH, USA",http://www.roksbot.com
1248,SMART Consortium &amp; Berea-Midpark High School,TITANium Allies,"Berea, OH, USA",http://www.midpark-robotics.org
1249,NASA/American Electric Power/Mingo County Schools &amp; Mingo Central High School &amp; Tug Valley High School,Robo Rats,"Delbarton, WV, USA",http://www.team1249.com
1250,Henry Ford Academy / The Henry Ford / Ford Motor Company &amp; Henry Ford Academy,Gator-Bots,"Dearborn, MI, USA",http://www.gatorbots.org
1251,Atlantic Technical Center/Sonny&#39;s Enterprises, The Car Wash Factory/Dart Foundation/Samco Properties, Inc. &amp; Atlantic Technical Magnet High School,TechTigers,"Coconut Creek, FL, USA",http://www.techtigers.com
1254,Hinckley Research/Society of Plastics Engineers Western MI Section &amp; Van Buren ISD,Tech Force,"Lawrence, MI, USA",None
1255,ExxonMobil &amp; Goose Creek CISD,Blarglefish,"Baytown, TX, USA",http://www.blarglefish.com
1256,,Highlanders,"Howell, MI, USA",None
1257,Union County Vocational Technical Schools,Parallel Universe,"Scotch Plains, NJ, USA",http://www.team1257.org
1258,The Boeing Company/Pacific Institute &amp; Seattle Lutheran High School,SeaBot,"Seattle, WA, USA",http://www.seattlelutheran.org/events/robotics/robotics.html
1259,GE Healthcare/QuadTech/Pewaukee High School Booster Club/Milwaukee School Of Engineering/Pewaukee Kiwanis/Dedicated Computing/Stanek Window Corporation/Coach USA Milwaukee/Ruekert-Mielke Engineering/Geiger Awards &amp; Pewaukee High School,Paradigm Shift,"Pewaukee, WI, USA",http://firstteam1259.com
1260,Cawthra Park,Panthers,"Mississauga, ON, Canada",http://www.cprobotics.com/
1261,TRS solutions/The Motorola Solutions Foundation/Gwinnett County Public Schools &amp; Peachtree Ridge High School,Robo  Lions,"Suwanee, GA, USA",http://www.prhsrobotics.com/
1262,New College Institute / Mid-Atlantic Broadband Communities Corporation / Applied Felts, Inc. / Bassett Furniture, Inc. / Dalton Enterprises / American Electric Power / Hooker Furniture Corporation / Eastman Chemical Company &amp; Piedmont Governor&#39;s School for Mathematics, Science and Technology,the STAGS,"Martinsville, VA, USA",http://www.team1262.net
1263,Austin High School,Austin High School/Marshall Space Flight Center,"Decatur, AL, USA",http://www.ahsrobotics.org
1266,Motorola/Qualcomm/San Diego College, Career &amp; Technical Education &amp; Madison High School Devil Duckies,The Devil Duckies,"San Diego, CA, USA",http://frc1266.com
1268,GE Volunteers / Rockwell Automation / Milwaukee Area Technical College &amp; Washington High School,Purgolder Robotics,"Milwaukee, WI, USA",http://www.whs.edu/team1268/index.html
1270,NASA Glenn Research Center/Youth Technology Academy of Cuyahoga Community College/Cuyahoga County Workforce Development Dept/Cleveland TechWorks &amp; Cleveland Metropolitan School District,Red Dragons,"Cleveland, OH, USA",http://1270.ytaccc.org
1272,Sabin Corporation/Cook Incorporated &amp; Hoosier Hills Career Center,Tyrannikal Mechanikal,"Bloomington, IN, USA",http://www.bloomingtonrobotics.com/
1274,NASA Educational Programs Office/Safeguard/SMART Consortium/Martha Holden Jennings Foundation &amp; Berea High School,Wolf Bytes,"Berea, OH, USA",http://berearobotics.webs.com/
1275,Havergal College,Pi-Robots,"Toronto, ON, Canada",http://www.havergalrobotics.on.ca
1276,Midcoast School of Technology,Kaizen Blitz,"Rockland, ME, USA",http://www.mcstrobotics.org
1277,Mercury Systems / Society of American Military Engineers / National Defense Education Program / Raytheon / Justin P. Maynard Memorial STEM Innovation Scholarship Fund / Community Foundation of North Central Massachusetts &amp; Groton-Dunstable Regional High School,The Robotomies,"Groton, MA, USA",http://www.team1277.org/
1278,Lear Rome/Rockwell &amp; North Royalton High School,B.E.A.R.S,"North Royalton, OH, USA",http://team1278.org
1279,UTC Aerospace Systems / DOTC-STEM Picatinny / NDEP / Optimum Anode Technologies / Day Tool &amp; Mfg., Inc. &amp; Immaculata High School,Cold Fusion,"Somerville, NJ, USA",http://www.coldfusion1279.com
1280,EMC Corporation/Intuitive Surgical/Owens Design Incorporated &amp; San Ramon Valley High School,Ragin&#39; C- Biscuits of San Ramon Valley High,"Danville, CA, USA",http://www.srvhsrobotics.org
1281,Alexander Mackenzie High School &amp; York Region District School Board,Mustang Robotics,"Richmond Hill, ON, Canada",http://www.mustangrobotics.ca
1284,Guntersville High School Robotics,DART,"Guntersville, AL, USA",http://robotics.guntersville-high.com
1285,Pratt &amp; Whittney / GM Canada / Christie / Trans Canada / Templeton &amp; Sons / Rick Hansen S.S &amp; Rick Hansen S.S,The Big Bang,"Mississauga, ON, Canada",None
1286,Cimatron / HITACHI Foundation / Mayo Welding / Faurecia Interior Systems - North America Division &amp; Oakland School Technical Campus Southeast,Kevlar Cranes,"Royal Oak, MI, USA",http://oakland.k12.mi.us/robotics1286
1287,Santee Cooper/Horry County Schools &amp; Academy of Arts, Science &amp; Technology,Aluminum Assault,"Myrtle Beach, SC, USA",http://www.FRCTeam1287.com
1288,The Boeing Company/Francis Howell School District/Boeing Employees Community Fund &amp; Francis Howell School District,RAVEN Robotics,"Saint Charles, MO, USA",http://ravenrobotics.org
1289,Raytheon / Comcast / Farm Design &amp; Lawrence High School,Gearheadz,"Lawrence, MA, USA",http://www.lhsgearheadz.org/
1290,Si Se Puede/Orbital &amp; Chandler High School,Robowolves,"Chandler, AZ, USA",http://team1290.info
1291,MIAD Systems ltd./Advanced Presention Products/Active Surplus/John Mercer &amp; Associates/Mercurial Communications &amp; St. Clement&#39;s School,Circuit Breakers,"Toronto, ON, Canada",http://www.scs.on.ca/robotics
1292,Rothesay Netherwood School,RNS Joysticks,"Rothesay, NB, Canada",None
1293,D5Robotics : School District Five of Lexington and Richland Counties/Burcham International Corp. &amp; Irmo High &amp; Dutch Fork High &amp; Chapin High &amp; Spring Hill High School,Pandamaniacs,"Columbia, SC, USA",http://d5robotics.org/
1294,The Boeing Company/Lake Washington Schools Foundation/Orora Design Technologies/SAE NW Section/Atkinson/Evans/Verizon &amp; Eastlake High School Robotics,Top Gun,"Sammamish, WA, USA",http://team1294.net
1295,Albert &amp; Tammy Latner Foundation/Hinds Family/Loewen &amp; Partners/Pinetree Capital &amp; Royal St. George&#39;s College,The Golems,"Toronto, ON, Canada",None
1296,Special Products and Manufacturing/The PTR Group/Park Place &amp; Rockwall Independent School District &amp; Rockwall High School,Full Metal Jackets,"Rockwall, TX, USA",http://www.rockwallrobotics.com
1297,Comau Pico &amp; Sylacauga High School,,"Sylacauga, AL, USA",None
1298,Comau Pico/Jefferson State CC &amp; Shades Valley High School &amp; Huffman High School,205 Terminators,"Birmingham, AL, USA",http://www.jeffstateonline.com/first
1299,NASA/Appalachian Technical College/Southern Polytechnic State Universtiy/Amicalola EMC/Royston LLC/Lexington Insulators &amp; Pickens High School,Dominators,"Jasper, GA, USA",http://www.phsdominators.com
1300,Halton Catholic District School Board/Loyola School Council &amp; St. Ignatius of Loyola Secondary School,EVO,"Oakville, ON, Canada",http://www.loyola.haltonrc.edu.on.ca/robotics/
1301,Bezos Family Foundation/Diggit, Inc. &amp; Nathan Hale High School,The Robotic Raiders,"Seattle, WA, USA",http://www.halerobotics.org
1302,Thor Labs/BAE Systems/R.S. Phillips Steel/Hudson Farm Foundation/Picatinny Arsenal/High Point Solutions/TechFlex/National Defense Education Program &amp; Pope John XXIII Regional High School,Team Lionheart,"Sparta, NJ, USA",http://www.teamlionheart.webs.com
1303,Casper College/Automation Electronics/jcpenney &amp; Kelly Walsh High School,WYOHAZARD,"Casper, WY, USA",http://www.wyohazardrobotics.org
1304,Tulane University &amp; New Orleans Charter Science and Mathematics High School &amp; Lusher Charter School,N.O. Botics,"New Orleans, LA, USA",http://1304nobotics.webs.com
1305,Near North District School Board &amp; Near North Student Robotics Initiative,Ice Cubed,"North Bay, ON, Canada",http://www.team1305.org
1306,GE Volunteers/Isthmus Engineering &amp; Manufacturing/Electronic Theatre Controls/IEEE/Helical Robotics/Madison College/Speed Cycling/Best Buy Foundation &amp; Madison Metropolitan School District High Schools,BadgerBOTS,"Madison, WI, USA",http://www.badgerbots.org
1307,St. Thomas Aquinas High School,Robosaints,"Dover, NH, USA",None
1308,Parker-Hannifin Corporation/Rosso Gelato/Balance Product Development/J. B. Stamping Inc. &amp; St. Ignatius High School,Wildcats,"Cleveland, OH, USA",None
1309,Toronto District School Board &amp; Emery Collegiate Institute,Diamond Eagles,"Toronto, ON, Canada",None
1310,Etobicoke Optimists/Thales Group/PNR RailWorks/York Lions Club/Toronto District School Board &amp; Runnymede Collegiate Institute,RUNNYMEDE ROBOTICS,"Toronto, ON, Canada",http://www.runnymedecollegiate.com/first
1311,Shaheen &amp; Company/GE Volunteers/Novelis/Kimberly-Clark/Automated Logic/United Technologies/Standridge Color/Lockheed-Martin Aeronautics/Georgia Power/GEICC/STEM Leadership Foundation/Dow/AIAA/Orasi Software/Cobb EMC/Georgia Natural Gas/Arylessence/ASME/Johnnys Pizza/Georgia Tech Research Institute/Halco Lighting/Lithonia Lighting/Cana Communications/Modern Metals/RayPaul Coating/Peterson Aluminum/Edwards Tire/Kennesaw State University &amp; The Carlton J. Kell High School,Kell Robotics,"Marietta, GA, USA",http://www.kellrobotics.org
1312,Bruce Power,/Power Workers&#39; Union &amp; Sacred Heart High School,Syntax Error,"Walkerton, ON, Canada",http://www.team1312.org
1315,DaimlerChrysler St. Louis South Assembly Plant UAW Locals 100&amp; 597 / Tyco Corp. / Imperial Ornamental Metal / DaimlerChrysler Corporation Fund / The Pillar Foundation &amp; Christian Home Educated Students of St. Louis,Robo-Knights,"Pacific, MO, USA",http://www.roboknights.org
1317,2014 FRC Hardship Grant / AEP / Honda / jcpenney / Teradata / Nationwide Children&#39;s Hospital Westerville Close To Home Center / Hackman Capital / The Ohio State University / Austin Foam Plastics / Meijer / Ashland, Inc. &amp; Educational Robotics of Central Ohio,Digital Fusion,"Columbus, OH, USA",http://www.df1317.org
1318,The Boeing Company/Issaquah Schools Foundation &amp; Issaquah High School,Issaquah Robotics Society,"Issaquah, WA, USA",http://www.issaquahrobotics.org
1319,Synnex / Standard Tool and Die / Greenville County Schools / Hendricks Fabrication / Greenville Technical College / Apex Powder Coating / aeSolutions / DunRight Services / Advance SC &amp; Mauldin High School &amp; Hillcrest High School &amp; Brashier Middle College Charter High School,Flash,"Mauldin, SC, USA",http://www.flash1319.com
1320,Albany International/Gates Corporation &amp; Timberland High School &amp; Berkeley High School &amp; Cross High School,&quot;Beltway: The Learning Machine&quot;,"St. Stephen, SC, USA",http://www.berkeley.k12.sc.us/high/ths/First%20Robotics/Website%204706/home.htm
1322,GM / The Chrysler Foundation / Lear Corporation / Weber Electric / Dan Skuta NFL San Fransico 49er&#39;s / GM Truck and Bus / UAW Local 598 / MMRA / BK Signs / Innovative Community Solutions / Richfield Industries &amp; G.R.A.Y.T. Leviathons,Genesee Robotics Area Youth Team (GRAYT),"Fenton, MI, USA",http://team1322.org/
1323,JBT FoodTech / B-K Lighting / VEX Robotics / West Coast Products / Madera Sunrise Rotary / GBS Hardware / Kiwanis Club / Valley Industrial Partnership / PTC &amp; Madera High School,MadTown Robotics,"Madera, CA, USA",http://www.team1323.com
1324,Verde Valley Robotics, Inc./Combusion Dynamics &amp; Sedona Red Rock High School &amp; American Heritage Academy,Sporks,"Sedona, AZ, USA",http://www.verdevalleyrobotics.org
1325,HATCH / General Motors of Canada / Kam-Press Metal Products Ltd. / Yamana Gold Inc. / Norampac / AvisBudget Group / Sheridan College / Carpenters &amp; Allied Workers Local 27 / Robo3D / Avnan Electro Inc. / Family and Friends of FRC Team 1325 &amp; Gordon Graydon Memorial S.S.,Inverse Paradox,"Mississauga, ON, Canada",http://www.team1325.com/
1326,FMC Technologies/Houston Robotics/Stress Engineering Services &amp; Cypress Ridge High School,Cy-Ridge Robotics,"Houston, TX, USA",http://www.cyridgerobotics.com
1327,CTS Corp / Mack Tool Engineering / AEP-American Electric Power / Indiana Department of Workforce Development / Notre Dame &amp; South Bend School Corporation,SBOTZ,"South Bend, IN, USA",http://sbotz.org
1329,Visitation Academy of Saint Louis / The Boeing Company &amp; St. Louis Priory High School,ROBOREBELS,"St. Louis, MO, USA",http://www.roborebels.com/
1330,TDSB &amp; Sir Robert L Borden Business &amp; Technical Institute,Quiet Riot,"Toronto, ON, Canada",http://team1330.com
1331,NASA/Boston Scientific/Raymond Foundation/Wilson Tool &amp; Engineering/MCCSC Foundation &amp; Hoosier Hills Career Center &amp; Bloomington High School South,Broot Force,"Bloomington, IN, USA",http://www.hhills.mccsc.edu/web%20stuff/website.htm
1332,Lietner Poma / Town of Collbran / Oxy / Chuck and Patty Shear / Encana / Pinon Engineering Inc / FCI Constructors, Inc. / Axia / Laramie Energy / Collbran Auto Parts / Valerie Gates / CAPCO &amp; Plateau Valley High School,Swift,"Collbran, CO, USA",http://www.1332robotics.org
1334,Hatch / State Farm / Javelin Technolgies / Teradata / North American Palladium / Mattamy Homes / Sheridan College / Professional Engineers of Ontario / Optimist Club of Oakville / Davis Webb LLP / Susan Diane Brown / Derek Blakely Wealth Management / Pivot Systems / Northstar Technical / Omnifission / Zzen / Hayward Gordon / Lacey Instruments / Halton District School Board &amp; Oakville Trafalgar High School,Red Devils,"Oakville, ON, Canada",http://www.1334.ca
1335,Raymond High School,Cognitive Hazard,"Raymond, NH, USA",http://www.team1335.org
1336,Intel Corporation &amp; Lexington School District 1 &amp; White Knoll High School,The Untouchables,"Lexington, SC, USA",http://www.lexington1.net/wkh/Robotics/index.htm
1338,Lockheed Martin/NASA/Ball Aerospace/Hewlett Packard/Information Handling Systems/Dillon Software/University of Denver/Lander Dental/General Electric Rail &amp; Eaglecrest High School,Birds of Prey,"Aurora, CO, USA",None
1339,WPX Energy/Denver Public Schools/The Uber Sausage &amp; East High School,AngelBotics,"Denver, CO, USA",http://www.angelbotics.drcodd.com
1340,Pershing Square / Bezos &amp; John Adams High School,Spartan Robotics,"Queens, NY, USA",http://www.adamsrobotics.org
1341,Sun Hydraulics Corporation &amp; Cardinal Mooney High School,The Renegades,"Sarasota, FL, USA",None
1342,Synapse Strategic Product Development/NASA &amp; West Seattle High School,Lord of the Bots,"Seattle, WA, USA",http://www.lordofthebots.org
1343,Desert Vista Technology and Math Departments,DV ROBOTICS,"Phoenix, AZ, USA",None
1345,DeVry University &amp; Stranahan High School,Platinum Dragons,"Ft. Lauderdale, FL, USA",http://www.myschoolpages.com/schools/stranahanhs/magnet.cfm?subpage=489964
